event_id,customer_id,event_date,intent_score,intent_category,intent_reason
5639,1134,2026-05-18,0.5,Mild signal,Customer inquiring about billing impact of service issues suggests concern about value and cost-effectiveness.
5642,1135,2023-10-17,1.0,Strong signal,"Customer explicitly referenced competitor's cheaper offer, indicating active consideration of switching."
5646,1135,2025-11-18,0.5,Mild signal,"Customer inquired about better plans, suggesting openness to alternatives or upgrades."
5648,1136,2026-06-26,0.0,No signal,Customer resolved confusion successfully; no mention of dissatisfaction or alternatives.
5650,1136,2026-07-06,0.0,No signal,Customer confirms issue resolved; no mention of dissatisfaction or provider alternatives.
5652,1137,2026-06-16,0.5,Mild signal,Repeated contact on same issue suggests frustration with service clarity and support effectiveness.
5655,1138,2026-05-12,1.0,Strong signal,Repeated unresolved issues indicate frustration and likelihood of seeking alternative providers.
5657,1139,2026-05-14,0.5,Mild signal,Customer inquiring about better plans suggests dissatisfaction but not definitive switching intent.
5658,1139,2026-06-03,0.5,Mild signal,Repeated contact on same issue suggests frustration with service clarity and support effectiveness.
5660,1140,2024-03-02,0.0,No signal,Customer's issue was quickly resolved; no dissatisfaction indicators present.
5663,1140,2025-03-26,0.0,No signal,"Customer praised quick and easy support experience, indicating satisfaction with service."
5664,1140,2026-02-07,0.0,No signal,Issue was resolved successfully; no mention of dissatisfaction or alternative providers.
5668,1141,2026-01-08,0.5,Mild signal,App crashes are functional issues that may drive switching if unresolved despite explanation.
5670,1141,2026-02-07,0.5,Mild signal,Customer confusion about plan inclusions indicates potential dissatisfaction with clarity and communication.
5671,1142,2024-12-05,0.0,No signal,Customer's issue was quickly resolved; no dissatisfaction indicators present.
5672,1142,2024-12-13,0.0,No signal,Customer seeks account access help; no mention of dissatisfaction or provider alternatives.
5675,1143,2025-08-25,1.0,Strong signal,Customer explicitly stated they are actively comparing providers due to service failure.
5680,1144,2024-12-03,0.0,No signal,Customer reports issue resolved successfully with no mention of dissatisfaction or alternatives.
5681,1144,2024-12-20,0.5,Mild signal,Customer raised performance issue but appeared satisfied with explanation; may reconsider if problem persists.
5683,1144,2025-11-30,0.5,Mild signal,Customer inquiring about refund impact suggests concern about billing and service value.
5685,1145,2026-06-24,0.5,Mild signal,"Customer questioned charges and inquired about alternative plans, suggesting cost concerns."
5687,1145,2026-07-09,0.5,Mild signal,Price increase complaint with failed resolution attempt indicates dissatisfaction but no explicit switching intent mentioned.
5697,1149,2025-08-13,0.5,Mild signal,"Repeated issue suggests frustration with service reliability, potential churn risk."
5699,1149,2026-04-19,0.5,Mild signal,"Customer experienced billing issue and initial resolution failed, indicating service reliability concerns."
5703,1151,2025-08-19,0.5,Mild signal,Unresolved refund issue indicates service dissatisfaction; may explore alternatives if not resolved.
5709,1152,2024-08-15,0.0,No signal,Customer reports issue was resolved quickly and satisfactorily without complications.
5710,1152,2024-09-23,0.5,Mild signal,Customer inquiring about billing impact of service delays suggests concern about value received.
5714,1152,2025-10-25,0.0,No signal,Customer reports issue was resolved satisfactorily without complications or complaints.
5715,1153,2024-07-31,1.0,Strong signal,Customer actively comparing providers indicates serious consideration of switching due to coverage problems.
5718,1153,2025-10-21,1.0,Strong signal,"Customer explicitly asked about cancellation process, indicating active consideration of leaving."
5721,1154,2025-10-07,0.5,Mild signal,"Multiple unresolved contacts indicate frustration, but no explicit mention of switching intent."
5723,1154,2026-05-24,1.0,Strong signal,Multiple unresolved contacts plus escalation indicates frustration and likelihood of switching.
5724,1155,2021-02-05,0.5,Mild signal,"Refund issue indicates service dissatisfaction, though resolution appears to have satisfied them temporarily."
5725,1155,2021-04-15,0.5,Mild signal,Coverage issues at new address could prompt provider comparison if not resolved satisfactorily.
5728,1155,2022-11-29,0.0,No signal,Customer praised support quality and resolution; no indication of dissatisfaction or switching intent.
5729,1155,2022-12-14,0.0,No signal,Customer praised support quality and speed; no indication of dissatisfaction or switching intent.
5730,1155,2024-01-21,0.5,Mild signal,Customer inquiring about refund impact suggests concern about billing and service value.
5734,1155,2026-02-26,0.5,Mild signal,"Customer inquired about price increase impact, suggesting price sensitivity and consideration of alternatives."
5735,1155,2026-06-30,0.5,Mild signal,Customer inquiring about billing impact of faulty equipment suggests concern about costs and service value.
5737,1156,2025-04-15,1.0,Strong signal,"Customer explicitly states feeling undervalued as long-standing customer, indicating dissatisfaction with loyalty recognition."
5738,1156,2025-12-11,1.0,Strong signal,"Customer stated they're ""at their limit,"" indicating they may leave if issue unresolved."
5739,1156,2025-12-16,1.0,Strong signal,Multiple unresolved contacts on billing issue indicates frustration and potential churn risk.
5743,1157,2026-05-02,1.0,Strong signal,"Customer referenced competitor's cheaper offer, indicating active consideration of switching providers."
5744,1158,2025-08-12,0.5,Mild signal,"Account access issues can drive churn if unresolved, but single technical problem doesn't indicate switching intent."
5747,1159,2020-08-18,0.5,Mild signal,Dropped calls indicate service quality issues; customer acceptance doesn't eliminate underlying problem.
5748,1159,2020-09-21,0.5,Mild signal,Customer inquiring about billing impact of service issues suggests concern about value received.
5754,1159,2025-03-05,0.0,No signal,Customer seeks clarification on outage; no mention of dissatisfaction or alternatives.
5763,1161,2023-08-03,0.5,Mild signal,"Price increase concern raised, though resolved. Price sensitivity is churn risk factor."
5772,1162,2025-06-27,0.5,Mild signal,Customer inquiring about billing impact suggests concern about costs and service value.
5773,1162,2025-09-17,0.0,No signal,Customer reports issue was resolved satisfactorily without complications or complaints.
5774,1162,2025-12-02,0.0,No signal,Customer reports issue was resolved satisfactorily without complications or complaints.
5777,1163,2024-12-16,0.5,Mild signal,Customer questioning contract terms suggests uncertainty about commitment and potential dissatisfaction with provider clarity.
5779,1163,2025-08-06,0.5,Mild signal,"Repeated issue with same equipment suggests frustration, but no explicit mention of switching."
5780,1163,2026-03-07,0.5,Mild signal,"Repeated issue with same equipment suggests frustration, but no explicit mention of switching."
5781,1163,2026-07-02,0.5,Mild signal,Customer inquiring about better plans suggests possible dissatisfaction and openness to alternatives.
5782,1164,2023-04-19,0.5,Mild signal,Unresolved technical issue after first attempt suggests potential frustration with service quality.
5783,1164,2023-05-07,0.5,Mild signal,App crashes are functional issues that may drive switching if unresolved quickly.
5784,1164,2023-09-04,0.5,Mild signal,"Customer questioned charges and inquired about alternative plans, suggesting cost concerns."
5786,1164,2025-02-12,1.0,Strong signal,"Customer referenced competitor's cheaper offer, indicating active consideration of switching providers."
5787,1164,2025-06-10,0.5,Mild signal,"Customer questioned charges and inquired about alternative plans, suggesting cost concerns."
5789,1164,2026-05-19,0.5,Mild signal,"Network outage indicates service reliability issues, which can prompt provider consideration."
5797,1166,2025-04-28,0.5,Mild signal,Billing error plus dissatisfaction with resolution suggests vulnerability to competitor offers.
5802,1167,2020-12-09,1.0,Strong signal,"Customer referenced competitor's cheaper offer, indicating active consideration of switching providers."
5803,1167,2021-07-08,0.5,Mild signal,"Customer inquired about better plans, suggesting openness to alternatives."
5808,1167,2024-09-10,0.5,Mild signal,"Hardware issues can drive switching if not resolved quickly, but single problem doesn't indicate high churn risk."
5810,1167,2025-01-28,0.5,Mild signal,Repeated contact on same issue suggests unresolved problem and potential frustration with service.
5812,1167,2026-04-29,0.5,Mild signal,Coverage issues at new address could drive switching if not resolved quickly.
5813,1168,2023-09-02,0.5,Mild signal,Customer inquiring about billing impact suggests concern about service value and potential dissatisfaction.
5814,1168,2023-09-19,0.5,Mild signal,Dropped calls indicate service quality issues; customer acceptance doesn't eliminate underlying problem.
5816,1168,2023-11-24,0.5,Mild signal,Customer proactively inquiring about coverage issues at new address suggests potential dissatisfaction risk.
5818,1168,2024-01-27,0.0,No signal,"Customer had technical issue, received explanation, and appeared satisfied with resolution."
5822,1169,2026-06-10,0.5,Mild signal,"Customer experienced slow data speeds issue, suggesting service quality concerns despite quick resolution."
5824,1170,2023-11-21,0.5,Mild signal,"Network outage indicates service reliability issues, which can prompt provider consideration."
5827,1170,2026-01-02,1.0,Strong signal,"Customer referenced competitor's cheaper offer, indicating active consideration of switching providers."
5829,1170,2026-05-22,0.5,Mild signal,Customer exploring coverage and plan options suggests openness to alternatives.
5830,1171,2026-06-24,1.0,Strong signal,"Customer referenced competitor's cheaper offer, indicating price sensitivity and active consideration of alternatives."
5833,1172,2023-01-20,0.5,Mild signal,"Unresolved billing issue after attempted fix suggests frustration, potential churn risk."
5841,1173,2025-11-02,0.0,No signal,Customer praised support quality and speed; positive experience indicates satisfaction.
5843,1173,2026-04-26,0.0,No signal,Customer resolved issue quickly without complaint; no indication of dissatisfaction or switching intent.
5847,1175,2021-12-25,0.5,Mild signal,Unresolved issue plus support friction may prompt exploration of alternatives.
5848,1175,2022-07-16,1.0,Strong signal,Competitor comparison combined with app issues indicates active consideration of switching providers.
5851,1175,2023-10-20,0.5,Mild signal,Customer questioning contract terms suggests uncertainty about commitment and potential dissatisfaction with provider clarity.
5852,1175,2023-12-26,0.5,Mild signal,Dissatisfaction with outage handling indicates service quality concerns that could prompt switching.
5854,1175,2024-09-13,0.5,Mild signal,"Unresolved issue after first attempt suggests frustration, but no explicit switching intent mentioned."
5855,1175,2024-11-22,0.5,Mild signal,Customer reporting service quality issues; dissatisfaction with core service may prompt provider evaluation.
5857,1175,2026-02-17,0.5,Mild signal,"Unresolved billing issue indicates service dissatisfaction, potential churn risk factor."
5858,1176,2020-12-23,1.0,Strong signal,Repeated unresolved issue after three contacts indicates frustration and likelihood of switching.
5859,1176,2021-07-09,1.0,Strong signal,Customer explicitly stated they are actively comparing providers due to service dissatisfaction.
5860,1176,2021-09-03,1.0,Strong signal,Multiple unresolved contacts and escalation indicate frustration with service quality and support effectiveness.
5864,1176,2022-11-13,1.0,Strong signal,"Customer explicitly asked about cancellation process, indicating active consideration of leaving."
5869,1176,2024-10-08,1.0,Strong signal,Customer explicitly stated they are actively comparing providers due to service issues.
5871,1177,2020-08-16,0.0,No signal,Customer's issue was resolved quickly and satisfactorily with no complications mentioned.
5874,1177,2021-07-07,0.5,Mild signal,Customer inquiring about refund impact suggests concern about billing and service value.
5876,1177,2023-01-15,0.0,No signal,Customer seeks account access help; no mention of dissatisfaction or provider alternatives.
5877,1177,2023-08-04,0.0,No signal,Customer praised support quality and speed; positive experience suggests satisfaction.
5879,1177,2023-10-16,0.0,No signal,Customer seeks account access help; no mention of dissatisfaction or provider alternatives.
5883,1178,2026-05-25,1.0,Strong signal,Competitor comparison combined with app issues indicates active consideration of switching providers.
5887,1179,2026-06-23,0.0,No signal,Customer confirms issue resolved; no mention of dissatisfaction or provider alternatives.
5888,1180,2024-02-26,0.5,Mild signal,"Customer inquired about better plans, suggesting openness to alternatives or upgrades."
5889,1180,2024-03-26,0.5,Mild signal,Unresolved refund issue after failed fix attempt indicates service dissatisfaction and frustration.
5892,1180,2025-04-06,0.5,Mild signal,"Price increase dissatisfaction indicates vulnerability to competitor offers, but no explicit switching intent stated."
5893,1180,2025-11-05,0.5,Mild signal,Customer questioning plan value and exploring alternatives suggests potential dissatisfaction with current offering.
